page1,page2,page3,page4,page5,page6,page7,page8
frontpage,business,frontpage,frontpage,,,,
frontpage,frontpage,living,living,,,,
news,,,,,,,
frontpage,,,,,,,
frontpage,frontpage,frontpage,,,,,
frontpage,,,,,,,
travel,,,,,,,
frontpage,tech,frontpage,news,frontpage,,,
sports,sports,sports,,,,,
frontpage,frontpage,frontpage,frontpage,frontpage,,,
on_air,on_air,news,news,on_air,,,
frontpage,frontpage,news,news,news,news,news,news
frontpage,frontpage,,,,,,
frontpage,,,,,,,
frontpage,frontpage,,,,,,
frontpage,,,,,,,
news,,,,,,,
frontpage,local,sports,frontpage,frontpage,,,
frontpage,frontpage,weather,weather,frontpage,frontpage,bbs,bbs
frontpage,business,frontpage,frontpage,frontpage,,,
frontpage,tech,tech,living,frontpage,,,
frontpage,living,,,,,,
frontpage,frontpage,opinion,opinion,tech,,,
tech,news,sports,,,,,
frontpage,frontpage,frontpage,,,,,
frontpage,frontpage,sports,frontpage,frontpage,sports,frontpage,news
frontpage,business,frontpage,tech,frontpage,tech,frontpage,business
frontpage,news,news,news,news,frontpage,,
frontpage,business,frontpage,frontpage,sports,frontpage,,
frontpage,frontpage,frontpage,,,,,
frontpage,news,news,bbs,frontpage,frontpage,,
frontpage,business,news,news,local,local,local,local
living,news,tech,opinion,opinion,living,news,
travel,tech,travel,travel,,,,
frontpage,news,news,news,bbs,tech,,
frontpage,frontpage,frontpage,frontpage,,,,
frontpage,frontpage,,,,,,
frontpage,frontpage,,,,,,
frontpage,,,,,,,
frontpage,frontpage,frontpage,frontpage,,,,
local,local,frontpage,travel,tech,frontpage,sports,
weather,,,,,,,
health,business,health,health,health,,,
news,,,,,,,
on_air,,,,,,,
on_air,,,,,,,
sports,,,,,,,
on_air,mich,mich,mich,on_air,on_air,on_air,weather
health,health,,,,,,
tech,tech,,,,,,
local,health,health,,,,,
news,,,,,,,
summary,summary,weather,summary,weather,weather,,
frontpage,frontpage,frontpage,frontpage,frontpage,frontpage,,
news,on_air,on_air,summary,frontpage,bbs,bbs,
bbs,bbs,,,,,,
frontpage,msn,,,,,,
frontpage,living,living,living,living,living,living,living
frontpage,news,travel,local,local,frontpage,frontpage,local
weather,weather,weather,weather,,,,
on_air,weather,weather,weather,weather,weather,weather,weather
health,health,health,health,health,health,health,
frontpage,frontpage,tech,tech,news,living,,
weather,weather,weather,weather,weather,weather,weather,weather
living,living,living,,,,,
tech,,,,,,,
weather,weather,,,,,,
frontpage,frontpage,,,,,,
local,local,local,sports,local,local,local,local
summary,bbs,bbs,bbs,bbs,bbs,,
frontpage,,,,,,,
frontpage,,,,,,,
local,,,,,,,
on_air,,,,,,,
tech,,,,,,,
business,business,,,,,,
frontpage,frontpage,,,,,,
local,,,,,,,
on_air,,,,,,,
health,,,,,,,
frontpage,business,sports,sports,sports,sports,,
summary,summary,bbs,,,,,
on_air,on_air,on_air,on_air,on_air,mich,on_air,on_air
on_air,,,,,,,
weather,weather,weather,weather,weather,weather,weather,weather
frontpage,news,frontpage,sports,frontpage,tech,business,opinion
tech,,,,,,,
sports,,,,,,,
health,sports,sports,,,,,
tech,,,,,,,
living,living,,,,,,
frontpage,mich,mich,frontpage,weather,,,
local,,,,,,,
living,living,,,,,,
frontpage,frontpage,frontpage,local,frontpage,local,frontpage,frontpage
frontpage,,,,,,,
on_air,,,,,,,
tech,,,,,,,
on_air,,,,,,,
health,,,,,,,
summary,summary,summary,summary,summary,,,
health,health,business,sports,,,,
weather,,,,,,,
summary,summary,summary,summary,summary,summary,summary,summary
tech,,,,,,,
business,business,summary,health,,,,
weather,weather,weather,weather,weather,weather,weather,weather
bbs,bbs,bbs,bbs,bbs,,,
tech,,,,,,,
weather,,,,,,,
news,,,,,,,
tech,,,,,,,
frontpage,mich,mich,frontpage,frontpage,frontpage,,
on_air,on_air,tech,,,,,
on_air,mich,mich,mich,on_air,,,
news,frontpage,,,,,,
frontpage,sports,,,,,,
tech,,,,,,,
weather,weather,weather,weather,weather,weather,weather,weather
summary,bbs,summary,,,,,
on_air,sports,health,health,health,local,local,tech
tech,,,,,,,
frontpage,frontpage,bbs,bbs,,,,
sports,,,,,,,
weather,,,,,,,
summary,summary,summary,summary,frontpage,frontpage,bbs,bbs
on_air,frontpage,frontpage,,,,,
bbs,bbs,,,,,,
business,business,,,,,,
weather,weather,weather,,,,,
living,,,,,,,
weather,living,living,health,health,local,health,
health,,,,,,,
local,,,,,,,
on_air,summary,mich,,,,,
on_air,living,bbs,,,,,
travel,bbs,,,,,,
sports,frontpage,,,,,,
frontpage,,,,,,,
bbs,bbs,,,,,,
living,,,,,,,
on_air,,,,,,,
tech,tech,tech,,,,,
weather,weather,weather,weather,weather,,,
frontpage,tech,tech,tech,frontpage,frontpage,local,frontpage
frontpage,frontpage,tech,local,frontpage,frontpage,frontpage,
sports,sports,sports,,,,,
frontpage,frontpage,frontpage,frontpage,sports,tech,frontpage,frontpage
weather,news,,,,,,
frontpage,bbs,,,,,,
frontpage,,,,,,,
frontpage,frontpage,frontpage,,,,,
frontpage,,,,,,,
tech,,,,,,,
on_air,summary,,,,,,
frontpage,sports,sports,sports,sports,frontpage,opinion,travel
frontpage,bbs,bbs,bbs,bbs,bbs,mich,mich
business,business,business,business,business,business,business,business
bbs,bbs,bbs,bbs,bbs,,,
frontpage,frontpage,frontpage,frontpage,frontpage,frontpage,frontpage,frontpage
business,frontpage,frontpage,news,news,news,news,news
frontpage,business,frontpage,,,,,
on_air,on_air,on_air,on_air,on_air,on_air,on_air,on_air
news,bbs,bbs,bbs,bbs,bbs,bbs,bbs
weather,,,,,,,
news,news,,,,,,
health,weather,weather,health,weather,weather,,
health,health,on_air,health,summary,summary,,
news,news,news,news,news,,,
frontpage,business,bbs,bbs,bbs,bbs,bbs,frontpage
frontpage,frontpage,,,,,,
news,,,,,,,
sports,sports,sports,sports,sports,sports,,
frontpage,frontpage,sports,frontpage,local,news,sports,sports
frontpage,bbs,weather,frontpage,,,,
frontpage,sports,sports,sports,sports,,,
health,health,health,health,news,news,,
summary,,,,,,,
summary,summary,summary,summary,summary,summary,summary,summary
tech,,,,,,,
tech,tech,,,,,,
frontpage,living,frontpage,,,,,
news,,,,,,,
weather,,,,,,,
opinion,opinion,opinion,opinion,opinion,opinion,,
sports,,,,,,,
sports,,,,,,,
news,,,,,,,
on_air,,,,,,,
on_air,on_air,on_air,,,,,
tech,,,,,,,
on_air,on_air,,,,,,
summary,summary,mich,mich,summary,bbs,bbs,bbs
news,news,news,news,news,,,
frontpage,frontpage,,,,,,
frontpage,frontpage,frontpage,,,,,
sports,local,,,,,,
frontpage,frontpage,frontpage,business,,,,
on_air,,,,,,,
frontpage,msn,frontpage,local,local,local,local,mich
weather,weather,,,,,,
frontpage,frontpage,frontpage,frontpage,frontpage,frontpage,frontpage,
frontpage,,,,,,,
summary,summary,summary,summary,summary,summary,summary,summary
tech,,,,,,,
on_air,,,,,,,
news,,,,,,,
tech,health,,,,,,
weather,,,,,,,
tech,tech,news,news,news,news,news,news
frontpage,,,,,,,
frontpage,frontpage,bbs,bbs,bbs,bbs,bbs,bbs
news,,,,,,,
tech,,,,,,,
local,,,,,,,
tech,,,,,,,
on_air,on_air,news,news,on_air,living,living,living
local,frontpage,frontpage,bbs,bbs,frontpage,,
frontpage,news,news,news,living,frontpage,frontpage,frontpage
sports,news,news,news,on_air,,,
summary,,,,,,,
news,,,,,,,
frontpage,news,news,news,sports,,,
travel,travel,,,,,,
frontpage,sports,frontpage,frontpage,frontpage,,,
sports,sports,,,,,,
frontpage,,,,,,,
summary,summary,frontpage,mich,mich,frontpage,mich,
news,,,,,,,
frontpage,frontpage,,,,,,
frontpage,,,,,,,
frontpage,,,,,,,
frontpage,,,,,,,
frontpage,frontpage,sports,sports,frontpage,,,
news,,,,,,,
bbs,,,,,,,
frontpage,,,,,,,
living,living,,,,,,
frontpage,,,,,,,
on_air,mich,mich,mich,on_air,,,
frontpage,frontpage,bbs,,,,,
weather,bbs,bbs,,,,,
frontpage,news,frontpage,,,,,
health,frontpage,frontpage,frontpage,health,,,
travel,travel,news,travel,news,news,news,news
frontpage,frontpage,frontpage,frontpage,frontpage,frontpage,,
frontpage,business,frontpage,,,,,
frontpage,,,,,,,
news,,,,,,,
frontpage,frontpage,frontpage,,,,,
frontpage,,,,,,,
local,local,local,,,,,
tech,,,,,,,
frontpage,frontpage,,,,,,
living,,,,,,,
frontpage,frontpage,,,,,,
frontpage,sports,frontpage,,,,,
tech,,,,,,,
news,,,,,,,
frontpage,,,,,,,
business,,,,,,,
living,,,,,,,
summary,mich,summary,summary,,,,
frontpage,frontpage,,,,,,
frontpage,on_air,on_air,on_air,mich,mich,mich,mich
bbs,bbs,bbs,,,,,
travel,,,,,,,
frontpage,local,frontpage,local,frontpage,frontpage,,
frontpage,frontpage,frontpage,sports,,,,
frontpage,frontpage,,,,,,
frontpage,,,,,,,
sports,sports,sports,sports,sports,sports,sports,sports
tech,on_air,,,,,,
frontpage,news,,,,,,
bbs,,,,,,,
summary,,,,,,,
on_air,,,,,,,
weather,weather,,,,,,
on_air,,,,,,,
on_air,on_air,on_air,on_air,on_air,on_air,,
on_air,,,,,,,
health,health,health,,,,,
health,health,health,health,health,health,,
on_air,,,,,,,
frontpage,opinion,opinion,,,,,
on_air,,,,,,,
summary,summary,summary,,,,,
sports,,,,,,,
health,,,,,,,
msn,msn,,,,,,
summary,,,,,,,
local,,,,,,,
on_air,,,,,,,
news,,,,,,,
living,living,living,local,local,living,living,living
frontpage,frontpage,frontpage,,,,,
local,sports,,,,,,
bbs,,,,,,,
news,,,,,,,
local,local,local,local,local,local,on_air,
sports,,,,,,,
frontpage,frontpage,frontpage,,,,,
weather,weather,weather,weather,weather,weather,weather,weather
bbs,,,,,,,
local,,,,,,,
summary,summary,,,,,,
news,news,news,news,news,news,news,news
frontpage,business,frontpage,sports,frontpage,frontpage,frontpage,news
frontpage,frontpage,frontpage,frontpage,frontpage,frontpage,frontpage,
on_air,mich,mich,mich,on_air,mich,on_air,mich
news,,,,,,,
frontpage,frontpage,frontpage,living,frontpage,frontpage,living,
weather,weather,,,,,,
frontpage,,,,,,,
frontpage,frontpage,frontpage,,,,,
sports,sports,frontpage,news,frontpage,sports,sports,sports
frontpage,,,,,,,
frontpage,frontpage,,,,,,
frontpage,news,news,news,news,tech,tech,living
frontpage,frontpage,frontpage,frontpage,frontpage,frontpage,frontpage,
frontpage,,,,,,,
travel,,,,,,,
on_air,frontpage,frontpage,on_air,mich,mich,mich,mich
frontpage,frontpage,,,,,,
summary,bbs,summary,bbs,summary,bbs,,
frontpage,,,,,,,
sports,,,,,,,
health,health,health,health,frontpage,frontpage,frontpage,news
frontpage,frontpage,,,,,,
on_air,on_air,on_air,weather,weather,weather,weather,weather
on_air,travel,,,,,,
health,on_air,,,,,,
bbs,summary,summary,summary,,,,
summary,mich,summary,summary,,,,
weather,,,,,,,
weather,weather,weather,weather,weather,weather,weather,weather
frontpage,,,,,,,
frontpage,local,local,local,local,local,frontpage,frontpage
frontpage,travel,sports,travel,travel,bbs,,
summary,summary,summary,summary,summary,summary,summary,bbs
news,tech,,,,,,
summary,summary,summary,summary,,,,
frontpage,sports,sports,frontpage,living,frontpage,business,frontpage
business,business,,,,,,
summary,on_air,summary,summary,summary,summary,summary,summary
frontpage,frontpage,business,frontpage,frontpage,frontpage,frontpage,frontpage
tech,,,,,,,
summary,summary,summary,summary,summary,,,
on_air,,,,,,,
tech,,,,,,,
tech,,,,,,,
opinion,frontpage,opinion,opinion,opinion,opinion,opinion,opinion
health,opinion,opinion,opinion,opinion,opinion,opinion,opinion
living,,,,,,,
frontpage,frontpage,frontpage,frontpage,msn,,,
weather,,,,,,,
frontpage,msn,msn,living,news,news,frontpage,frontpage
bbs,,,,,,,
on_air,on_air,,,,,,
summary,mich,summary,,,,,
weather,weather,weather,weather,weather,,,
summary,,,,,,,
summary,summary,summary,mich,summary,,,
living,,,,,,,
health,health,mich,mich,health,health,health,health
on_air,,,,,,,
frontpage,mich,mich,frontpage,,,,
frontpage,,,,,,,
tech,,,,,,,
news,,,,,,,
frontpage,frontpage,local,,,,,
news,news,tech,,,,,
sports,health,opinion,opinion,opinion,opinion,opinion,health
on_air,,,,,,,
sports,,,,,,,
health,,,,,,,
news,news,news,news,news,news,,
sports,sports,sports,,,,,
living,,,,,,,
news,frontpage,news,business,news,business,news,news
frontpage,frontpage,,,,,,
travel,,,,,,,
tech,,,,,,,
business,business,business,msn,msn,msn,msn,business
summary,summary,summary,frontpage,bbs,bbs,bbs,local
summary,,,,,,,
weather,weather,,,,,,
frontpage,news,frontpage,frontpage,sports,frontpage,sports,tech
frontpage,frontpage,,,,,,
news,,,,,,,
summary,,,,,,,
on_air,summary,mich,summary,,,,
health,mich,mich,health,,,,
local,local,,,,,,
sports,sports,,,,,,
frontpage,tech,frontpage,msn,frontpage,local,local,health
local,,,,,,,
on_air,on_air,,,,,,
frontpage,,,,,,,
summary,,,,,,,
bbs,,,,,,,
sports,,,,,,,
on_air,local,local,local,local,local,,
news,sports,,,,,,
frontpage,frontpage,frontpage,frontpage,news,frontpage,frontpage,news
summary,summary,summary,,,,,
on_air,travel,,,,,,
summary,summary,summary,,,,,
weather,weather,,,,,,
on_air,on_air,,,,,,
frontpage,living,travel,news,sports,sports,news,
tech,bbs,,,,,,
weather,,,,,,,
tech,,,,,,,
sports,,,,,,,
on_air,,,,,,,
tech,,,,,,,
news,,,,,,,
health,local,local,,,,,
frontpage,sports,,,,,,
on_air,mich,mich,mich,on_air,travel,living,travel
frontpage,frontpage,frontpage,frontpage,frontpage,frontpage,,
health,mich,mich,mich,mich,mich,mich,mich
tech,,,,,,,
frontpage,bbs,bbs,bbs,frontpage,frontpage,news,news
frontpage,frontpage,,,,,,
frontpage,,,,,,,
sports,,,,,,,
frontpage,,,,,,,
tech,,,,,,,
weather,weather,weather,,,,,
health,,,,,,,
tech,,,,,,,
tech,,,,,,,
tech,,,,,,,
summary,summary,,,,,,
weather,,,,,,,
weather,weather,weather,weather,weather,,,
tech,health,health,health,health,health,,
tech,business,business,,,,,
tech,,,,,,,
health,health,local,local,local,local,,
weather,,,,,,,
weather,,,,,,,
on_air,,,,,,,
summary,summary,summary,summary,summary,,,
local,local,local,,,,,
local,local,local,local,local,local,local,local
frontpage,frontpage,frontpage,frontpage,news,news,news,
frontpage,sports,frontpage,,,,,
sports,sports,sports,sports,,,,
news,news,news,,,,,
frontpage,msn,mich,mich,mich,mich,,
frontpage,frontpage,on_air,on_air,on_air,on_air,on_air,on_air
summary,summary,summary,summary,summary,,,
frontpage,frontpage,living,news,news,local,living,living
frontpage,frontpage,,,,,,
frontpage,sports,sports,news,,,,
local,bbs,bbs,bbs,bbs,bbs,bbs,bbs
on_air,on_air,local,local,local,local,local,local
summary,summary,summary,summary,summary,summary,summary,summary
on_air,mich,mich,mich,mich,,,
on_air,on_air,opinion,,,,,
weather,,,,,,,
summary,summary,,,,,,
sports,local,local,,,,,
tech,frontpage,frontpage,frontpage,frontpage,frontpage,frontpage,frontpage
frontpage,,,,,,,
sports,news,,,,,,
bbs,bbs,bbs,bbs,,,,
health,,,,,,,
frontpage,frontpage,living,frontpage,frontpage,frontpage,,
local,,,,,,,
on_air,,,,,,,
on_air,,,,,,,
on_air,frontpage,on_air,on_air,frontpage,mich,mich,frontpage
tech,,,,,,,
frontpage,,,,,,,
frontpage,frontpage,frontpage,frontpage,frontpage,frontpage,frontpage,frontpage
local,,,,,,,
on_air,,,,,,,
sports,sports,mich,local,business,business,tech,
frontpage,frontpage,frontpage,frontpage,frontpage,frontpage,frontpage,
news,,,,,,,
frontpage,frontpage,frontpage,frontpage,,,,
frontpage,,,,,,,
frontpage,news,news,,,,,
frontpage,frontpage,frontpage,frontpage,frontpage,,,
bbs,,,,,,,
news,news,,,,,,
news,,,,,,,
sports,sports,sports,sports,,,,
frontpage,bbs,bbs,bbs,bbs,bbs,bbs,bbs
weather,weather,weather,weather,weather,weather,,
news,news,,,,,,
bbs,bbs,bbs,,,,,
tech,local,mich,,,,,
news,,,,,,,
tech,tech,,,,,,
sports,,,,,,,
frontpage,,,,,,,
news,,,,,,,
frontpage,news,news,news,news,news,,
news,news,,,,,,
news,news,,,,,,
bbs,bbs,,,,,,
local,local,living,living,living,,,
frontpage,on_air,frontpage,frontpage,,,,
frontpage,frontpage,frontpage,,,,,
on_air,,,,,,,
opinion,opinion,opinion,opinion,opinion,opinion,opinion,opinion
on_air,,,,,,,
health,health,health,health,,,,
business,,,,,,,
weather,weather,on_air,,,,,
frontpage,frontpage,sports,,,,,
news,living,,,,,,
frontpage,mich,mich,frontpage,,,,
on_air,news,on_air,on_air,on_air,on_air,on_air,on_air
tech,,,,,,,
tech,,,,,,,
frontpage,frontpage,news,local,news,news,news,
frontpage,,,,,,,
frontpage,local,frontpage,news,frontpage,,,
on_air,,,,,,,
on_air,,,,,,,
news,,,,,,,
weather,weather,weather,weather,bbs,bbs,bbs,bbs
frontpage,news,news,local,news,on_air,news,news
on_air,,,,,,,
news,,,,,,,
frontpage,frontpage,frontpage,frontpage,frontpage,business,opinion,opinion
on_air,mich,mich,mich,on_air,travel,mich,on_air
frontpage,living,living,living,living,on_air,,
sports,,,,,,,
frontpage,sports,frontpage,local,frontpage,frontpage,sports,frontpage
weather,weather,,,,,,
on_air,health,health,,,,,
on_air,on_air,,,,,,
news,news,sports,frontpage,frontpage,frontpage,,
frontpage,,,,,,,
frontpage,news,,,,,,
sports,business,health,local,local,local,summary,summary
on_air,travel,bbs,travel,weather,weather,weather,weather
frontpage,frontpage,frontpage,frontpage,,,,
local,local,local,local,local,local,local,local
frontpage,,,,,,,
weather,weather,weather,weather,,,,
frontpage,business,frontpage,,,,,
frontpage,frontpage,tech,news,living,news,news,news
local,,,,,,,
local,news,,,,,,
summary,summary,,,,,,
frontpage,frontpage,frontpage,frontpage,,,,
news,news,,,,,,
bbs,bbs,,,,,,
frontpage,frontpage,frontpage,frontpage,frontpage,,,
on_air,,,,,,,
on_air,on_air,,,,,,
frontpage,frontpage,local,,,,,
frontpage,bbs,bbs,bbs,bbs,bbs,bbs,frontpage
tech,tech,tech,tech,tech,,,
frontpage,living,frontpage,local,local,,,
frontpage,frontpage,frontpage,news,frontpage,frontpage,frontpage,frontpage
local,,,,,,,
local,bbs,local,local,,,,
frontpage,mich,,,,,,
bbs,bbs,msn,living,living,,,
frontpage,sports,frontpage,local,frontpage,news,frontpage,news
frontpage,opinion,,,,,,
news,bbs,bbs,bbs,bbs,bbs,bbs,bbs
frontpage,frontpage,frontpage,sports,,,,
frontpage,frontpage,tech,frontpage,frontpage,frontpage,frontpage,frontpage
frontpage,travel,frontpage,,,,,
business,business,business,business,business,,,
news,,,,,,,
on_air,on_air,on_air,on_air,on_air,on_air,mich,frontpage
weather,weather,,,,,,
bbs,bbs,,,,,,
frontpage,,,,,,,
weather,weather,weather,weather,weather,weather,,
news,,,,,,,
news,,,,,,,
local,,,,,,,
tech,tech,tech,tech,tech,,,
frontpage,,,,,,,
frontpage,frontpage,,,,,,
frontpage,sports,frontpage,sports,sports,frontpage,sports,sports
frontpage,news,,,,,,
tech,,,,,,,
frontpage,,,,,,,
news,,,,,,,
frontpage,frontpage,mich,mich,frontpage,frontpage,mich,mich
local,local,local,local,local,local,local,local
frontpage,living,living,living,living,living,,
frontpage,tech,tech,tech,frontpage,news,frontpage,bbs
tech,tech,tech,,,,,
tech,tech,tech,tech,tech,business,business,business
frontpage,frontpage,frontpage,,,,,
frontpage,mich,local,frontpage,on_air,frontpage,on_air,frontpage
on_air,on_air,travel,on_air,,,,
frontpage,frontpage,,,,,,
bbs,bbs,bbs,bbs,bbs,,,
bbs,,,,,,,
mich,local,mich,local,local,local,local,local
on_air,on_air,opinion,local,local,,,
frontpage,opinion,,,,,,
frontpage,,,,,,,
frontpage,weather,weather,weather,weather,weather,weather,weather
frontpage,sports,frontpage,business,frontpage,frontpage,local,frontpage
frontpage,weather,frontpage,,,,,
frontpage,,,,,,,
sports,,,,,,,
on_air,mich,mich,mich,mich,mich,mich,mich
bbs,bbs,bbs,bbs,bbs,,,
local,,,,,,,
frontpage,news,news,news,news,on_air,news,news
frontpage,news,news,frontpage,,,,
on_air,on_air,on_air,on_air,,,,
frontpage,frontpage,local,frontpage,frontpage,frontpage,frontpage,frontpage
frontpage,frontpage,,,,,,
health,health,tech,,,,,
frontpage,,,,,,,
news,news,,,,,,
news,news,news,news,,,,
tech,,,,,,,
sports,sports,,,,,,
tech,,,,,,,
sports,,,,,,,
bbs,,,,,,,
weather,weather,weather,weather,weather,weather,weather,weather
tech,tech,,,,,,
tech,,,,,,,
on_air,,,,,,,
weather,weather,weather,weather,weather,weather,weather,
tech,,,,,,,
on_air,,,,,,,
on_air,mich,mich,mich,on_air,,,
local,local,,,,,,
tech,tech,,,,,,
weather,weather,weather,weather,weather,weather,weather,weather
bbs,bbs,,,,,,
news,,,,,,,
on_air,,,,,,,
news,on_air,travel,,,,,
on_air,local,,,,,,
weather,weather,weather,weather,weather,weather,weather,weather
on_air,local,mich,mich,local,local,local,local
health,,,,,,,
bbs,local,,,,,,
local,,,,,,,
frontpage,frontpage,frontpage,business,business,,,
summary,bbs,bbs,bbs,,,,
on_air,,,,,,,
opinion,opinion,opinion,opinion,opinion,,,
on_air,,,,,,,
frontpage,sports,sports,,,,,
bbs,bbs,,,,,,
on_air,,,,,,,
frontpage,frontpage,frontpage,,,,,
weather,local,,,,,,
weather,weather,weather,weather,weather,weather,weather,weather
news,news,,,,,,
on_air,,,,,,,
sports,health,health,health,business,,,
business,,,,,,,
summary,,,,,,,
local,local,local,tech,,,,
bbs,,,,,,,
mich,bbs,,,,,,
frontpage,local,local,mich,mich,frontpage,bbs,
sports,,,,,,,
weather,weather,weather,weather,weather,weather,weather,weather
frontpage,news,news,,,,,
health,frontpage,sports,sports,frontpage,health,health,health
frontpage,bbs,bbs,frontpage,frontpage,,,
on_air,on_air,mich,mich,mich,on_air,on_air,
on_air,,,,,,,
business,,,,,,,
on_air,mich,mich,mich,on_air,on_air,sports,sports
summary,bbs,bbs,bbs,,,,
frontpage,,,,,,,
frontpage,news,news,news,,,,
bbs,,,,,,,
bbs,,,,,,,
on_air,,,,,,,
on_air,,,,,,,
news,news,news,news,news,,,
tech,,,,,,,
weather,weather,weather,weather,weather,news,weather,news
sports,,,,,,,
on_air,,,,,,,
living,,,,,,,
news,tech,,,,,,
health,sports,health,business,,,,
bbs,bbs,,,,,,
summary,summary,summary,summary,,,,
on_air,travel,,,,,,
summary,summary,summary,summary,summary,summary,summary,mich
weather,weather,,,,,,
weather,weather,,,,,,
on_air,,,,,,,
news,,,,,,,
frontpage,news,news,on_air,sports,frontpage,news,opinion
frontpage,frontpage,frontpage,frontpage,frontpage,frontpage,frontpage,frontpage
weather,weather,weather,weather,weather,,,
health,,,,,,,
frontpage,on_air,on_air,on_air,tech,living,living,mich
local,local,local,,,,,
tech,,,,,,,
local,,,,,,,
health,opinion,opinion,opinion,opinion,opinion,opinion,opinion
frontpage,frontpage,,,,,,
on_air,on_air,opinion,bbs,bbs,bbs,bbs,
frontpage,bbs,frontpage,frontpage,news,frontpage,sports,frontpage
weather,weather,weather,weather,weather,,,
tech,,,,,,,
weather,weather,weather,weather,weather,,,
frontpage,bbs,,,,,,
sports,,,,,,,
tech,tech,,,,,,
frontpage,frontpage,,,,,,
frontpage,frontpage,on_air,frontpage,on_air,on_air,mich,mich
summary,frontpage,frontpage,summary,summary,frontpage,summary,frontpage
sports,,,,,,,
frontpage,mich,mich,frontpage,local,frontpage,bbs,
on_air,mich,mich,mich,on_air,mich,on_air,
bbs,,,,,,,
summary,bbs,bbs,bbs,bbs,bbs,bbs,bbs
travel,living,bbs,bbs,bbs,bbs,bbs,bbs
frontpage,news,news,news,news,news,news,news
frontpage,,,,,,,
tech,,,,,,,
on_air,,,,,,,
weather,business,news,business,business,,,
tech,,,,,,,
weather,weather,weather,,,,,
health,weather,weather,,,,,
frontpage,frontpage,frontpage,frontpage,frontpage,msn,frontpage,frontpage
frontpage,frontpage,,,,,,
summary,summary,,,,,,
summary,summary,,,,,,
frontpage,sports,,,,,,
weather,weather,weather,weather,weather,,,
frontpage,bbs,bbs,bbs,bbs,frontpage,bbs,bbs
health,,,,,,,
weather,,,,,,,
tech,,,,,,,
on_air,,,,,,,
on_air,on_air,,,,,,
frontpage,frontpage,on_air,,,,,
health,frontpage,,,,,,
frontpage,frontpage,frontpage,sports,frontpage,living,frontpage,frontpage
on_air,,,,,,,
weather,weather,weather,weather,weather,weather,weather,weather
bbs,bbs,tech,news,news,news,,
frontpage,business,,,,,,
sports,business,summary,summary,sports,business,living,sports
frontpage,frontpage,sports,sports,sports,sports,frontpage,mich
frontpage,frontpage,bbs,bbs,bbs,,,
frontpage,tech,tech,tech,,,,
frontpage,mich,mich,mich,frontpage,,,
frontpage,,,,,,,
health,health,health,weather,weather,mich,health,opinion
on_air,,,,,,,
frontpage,,,,,,,
weather,weather,,,,,,
local,,,,,,,
on_air,summary,,,,,,
on_air,mich,on_air,on_air,mich,on_air,,
on_air,,,,,,,
on_air,tech,,,,,,
weather,weather,,,,,,
health,tech,summary,,,,,
local,local,,,,,,
health,health,health,health,,,,
news,frontpage,frontpage,,,,,
tech,,,,,,,
frontpage,tech,tech,tech,news,sports,frontpage,news
frontpage,frontpage,frontpage,frontpage,frontpage,frontpage,frontpage,
frontpage,on_air,news,news,on_air,frontpage,sports,frontpage
tech,tech,tech,opinion,opinion,opinion,opinion,opinion
bbs,,,,,,,
local,bbs,local,bbs,local,local,bbs,
frontpage,frontpage,frontpage,frontpage,frontpage,frontpage,frontpage,frontpage
frontpage,frontpage,frontpage,frontpage,,,,
health,,,,,,,
frontpage,frontpage,travel,,,,,
bbs,bbs,bbs,,,,,
frontpage,frontpage,,,,,,
bbs,,,,,,,
on_air,on_air,,,,,,
frontpage,,,,,,,
on_air,local,tech,,,,,
on_air,on_air,on_air,on_air,,,,
frontpage,,,,,,,
news,,,,,,,
weather,health,local,local,local,local,weather,health
frontpage,frontpage,on_air,on_air,frontpage,on_air,,
frontpage,frontpage,frontpage,bbs,frontpage,frontpage,bbs,
summary,mich,,,,,,
summary,summary,summary,,,,,
sports,sports,,,,,,
on_air,,,,,,,
tech,health,health,health,news,news,health,health
frontpage,frontpage,frontpage,,,,,
local,health,frontpage,business,mich,mich,mich,mich
health,,,,,,,
frontpage,frontpage,,,,,,
weather,local,local,local,local,local,,
living,,,,,,,
bbs,,,,,,,
frontpage,frontpage,mich,local,,,,
frontpage,,,,,,,
msn,opinion,on_air,travel,mich,mich,mich,on_air
on_air,,,,,,,
frontpage,frontpage,news,on_air,mich,mich,mich,mich
on_air,,,,,,,
local,news,news,news,tech,frontpage,business,news
news,travel,news,,,,,
health,news,health,news,,,,
frontpage,,,,,,,
weather,weather,weather,weather,weather,weather,weather,weather
weather,weather,,,,,,
frontpage,sports,frontpage,living,living,frontpage,frontpage,frontpage
local,health,,,,,,
bbs,bbs,bbs,bbs,,,,
summary,,,,,,,
on_air,,,,,,,
travel,bbs,,,,,,
bbs,bbs,bbs,,,,,
on_air,on_air,,,,,,
bbs,,,,,,,
summary,summary,summary,summary,on_air,,,
on_air,,,,,,,
frontpage,,,,,,,
on_air,,,,,,,
sports,,,,,,,
weather,weather,local,local,,,,
frontpage,tech,tech,tech,frontpage,tech,tech,
health,health,health,health,health,health,weather,weather
frontpage,travel,,,,,,
on_air,local,,,,,,
on_air,,,,,,,
news,,,,,,,
on_air,,,,,,,
on_air,sports,,,,,,
sports,frontpage,sports,frontpage,news,frontpage,local,frontpage
bbs,bbs,bbs,,,,,
weather,,,,,,,
summary,local,local,local,summary,,,
